duration,voicing,word,segment,speed,participant,
212.3,Vd,serve,ɜ:ʳ,normal,Marianne,
113.28,Vd,fuzzy,ʌ,normal,Marianne,
81.61,Vl,bicker,I,normal,Marianne,
107.13,Vl,leaf,i,normal,Marianne,
76.28,Vl,nipple,I,normal,Marianne,
109.51,Vl,surf,ɜ:ʳ,normal,Marianne,
89.81,Vl,cut,ʌ,normal,Marianne,
131.36,Vl,fussy,ʌ,normal,Marianne,
83.97,Vl,muck,ʌ,normal,Marianne,
128.28,Vl,burton,ɜ:ʳ,normal,Marianne,
103.69,Vl,buck,ʌ,normal,Marianne,
193.43,Vl,rice,aI,normal,Marianne,
161.17,Vl,eight,eI,normal,Marianne,
210.69,Vl,batch,æ,normal,Marianne,
72.76,Vl,picky,I,normal,Marianne,
149.68,Vd,cud,ʌ,slow,Marianne,
216.02,Vd,mug,ʌ,slow,Marianne,
116.99,Vd,piggy,I,slow,Marianne,
564.34,Vd,rise,aI,slow,Marianne,
526.27,Vd,aid,eI,slow,Marianne,
279.22,Vd,burden,ɜ:ʳ,slow,Marianne,
454.12,Vd,badge,æ,slow,Marianne,
115.98,Vd,bigger,I,slow,Marianne,
248.74,Vd,bug,ʌ,slow,Marianne,
149.39,Vd,nibble,I,slow,Marianne,
465.46,Vd,leave,i,slow,Marianne,
508.97,Vd,serve,ɜ:ʳ,slow,Marianne,
259.66,Vd,fuzzy,ʌ,slow,Marianne,
100.59,Vl,bicker,I,slow,Marianne,
151.14,Vl,leaf,i,slow,Marianne,
76.76,Vl,nipple,I,slow,Marianne,
344.3,Vl,surf,ɜ:ʳ,slow,Marianne,
120.75,Vl,cut,ʌ,slow,Marianne,
210.08,Vl,fussy,ʌ,slow,Marianne,
96.74,Vl,muck,ʌ,slow,Marianne,
200.01,Vl,burton,ɜ:ʳ,slow,Marianne,
164.61,Vl,buck,ʌ,slow,Marianne,
390.72,Vl,rice,aI,slow,Marianne,
284.29,Vl,eight,eI,slow,Marianne,
235.24,Vl,batch,æ,slow,Marianne,
85,Vl,picky,I,slow,Marianne,
144.07,Vd,cud,ʌ,fast,Gena,
155.98,Vd,mug,ʌ,fast,Gena,
55.14,Vd,piggy,I,fast,Gena,
302.87,Vd,rise,aI,fast,Gena,
124.93,Vd,aid,eI,fast,Gena,
85.65,Vd,burden,ɜ:ʳ,fast,Gena,
294.41,Vd,badge,æ,fast,Gena,
44.22,Vd,bigger,I,fast,Gena,
106.06,Vd,bug,ʌ,fast,Gena,
40.29,Vd,nibble,I,fast,Gena,
155.97,Vd,leave,i,fast,Gena,
93.49,Vd,serve,ɜ:ʳ,fast,Gena,
94.42,Vd,fuzzy,ʌ,fast,Gena,
83.71,Vl,bicker,I,fast,Gena,
114.88,Vl,leaf,i,fast,Gena,
30.23,Vl,nipple,I,fast,Gena,
114.79,Vl,surf,ɜ:ʳ,fast,Gena,
54.93,Vl,cut,ʌ,fast,Gena,
75.36,Vl,fussy,ʌ,fast,Gena,
57.51,Vl,muck,ʌ,fast,Gena,
102.73,Vl,burton,ɜ:ʳ,fast,Gena,
40.73,Vl,buck,ʌ,fast,Gena,
106.74,Vl,rice,aI,fast,Gena,
81.16,Vl,eight,eI,fast,Gena,
125.43,Vl,batch,æ,fast,Gena,
78.99,Vl,picky,I,fast,Gena,
140.62,Vd,cud,ʌ,normal,Gena,
183.74,Vd,mug,ʌ,normal,Gena,
61.84,Vd,piggy,I,normal,Gena,
251.92,Vd,rise,aI,normal,Gena,
188.65,Vd,aid,eI,normal,Gena,
143.73,Vd,burden,ɜ:ʳ,normal,Gena,
231.06,Vd,badge,æ,normal,Gena,
93.42,Vd,bigger,I,normal,Gena,
221.06,Vd,bug,ʌ,normal,Gena,
110.28,Vd,nibble,I,normal,Gena,
183.93,Vd,leave,i,normal,Gena,
206.11,Vd,serve,ɜ:ʳ,normal,Gena,
115.91,Vd,fuzzy,ʌ,normal,Gena,
70.79,Vl,bicker,I,normal,Gena,
150.27,Vl,leaf,i,normal,Gena,
61.44,Vl,nipple,I,normal,Gena,
152.81,Vl,surf,ɜ:ʳ,normal,Gena,
91.22,Vl,cut,ʌ,normal,Gena,
90.03,Vl,fussy,ʌ,normal,Gena,
115.51,Vl,muck,ʌ,normal,Gena,
128.95,Vl,burton,ɜ:ʳ,normal,Gena,
105.96,Vl,buck,ʌ,normal,Gena,
171.4,Vl,rice,aI,normal,Gena,
213.25,Vl,eight,eI,normal,Gena,
189.27,Vl,batch,æ,normal,Gena,
142.53,Vl,picky,I,normal,Gena,
299.74,Vd,cud,ʌ,slow,Gena,
282.58,Vd,mug,ʌ,slow,Gena,
151.22,Vd,piggy,I,slow,Gena,
357.32,Vd,rise,aI,slow,Gena,
264.36,Vd,aid,eI,slow,Gena,
225.11,Vd,burden,ɜ:ʳ,slow,Gena,
309.51,Vd,badge,æ,slow,Gena,
95.84,Vd,bigger,I,slow,Gena,
247.95,Vd,bug,ʌ,slow,Gena,
116.39,Vd,nibble,I,slow,Gena,
344.65,Vd,leave,i,slow,Gena,
332.93,Vd,serve,ɜ:ʳ,slow,Gena,
151.65,Vd,fuzzy,ʌ,slow,Gena,
111.53,Vl,bicker,I,slow,Gena,
254.68,Vl,leaf,i,slow,Gena,
85.81,Vl,nipple,I,slow,Gena,
245.12,Vl,surf,ɜ:ʳ,slow,Gena,
258.57,Vl,cut,ʌ,slow,Gena,
92.07,Vl,fussy,ʌ,slow,Gena,
177.15,Vl,muck,ʌ,slow,Gena,
126.3,Vl,burton,ɜ:ʳ,slow,Gena,
300.93,Vl,buck,ʌ,slow,Gena,
312.02,Vl,rice,aI,slow,Gena,
245.19,Vl,eight,eI,slow,Gena,
270.28,Vl,batch,æ,slow,Gena,
97.27,Vl,picky,I,slow,Gena,
,,,,,,
